image_id,prob_other,prob_mel,prob_akiec,prob_nv,prob_bcc
ISIC_0025510,0.00035676485,1.172351e-06,1.5060564e-08,0.9996419,1.250355e-07
ISIC_0030607,0.9872011,4.06198e-05,0.0005084007,0.0031928732,0.009057066
ISIC_0029060,0.9962682,1.2253465e-06,6.4736895e-07,0.0037297863,2.5965147e-07
ISIC_0029308,0.9730871,0.0011052556,0.00021993296,0.02552941,5.8315632e-05
ISIC_0024635,0.99996626,5.1024467e-06,1.1556118e-06,2.7250562e-05,2.1335568e-07
ISIC_0029425,0.9649017,0.029363144,0.0006276396,0.0024650118,0.0026424476
ISIC_0028774,0.7568154,0.1874947,0.053976722,0.0010060957,0.00070710457
ISIC_0030565,0.99998546,6.9258404e-06,7.682234e-06,2.3019355e-08,1.9582757e-08
ISIC_0027023,0.20713754,0.7565801,0.00029452186,0.03379859,0.0021892255
ISIC_0029022,0.91152143,0.088047385,5.967172e-05,0.00034762168,2.3936766e-05
ISIC_0025388,0.597368,0.00011321693,1.5006711e-05,0.40237188,0.00013188279
ISIC_0028080,0.58890975,8.07131e-05,0.00014331516,0.40823102,0.0026352417
ISIC_0026153,0.08950716,0.47894156,0.004957049,0.03039915,0.39619508
ISIC_0025876,0.9995328,0.00046382667,1.1259407e-06,7.633972e-07,1.4894583e-06
ISIC_0025063,0.21500121,0.37663412,0.36767372,0.00079765264,0.039893266
ISIC_0032463,0.034768723,0.8373263,0.0005873431,0.1256049,0.0017126783
ISIC_0025548,0.1110514,0.73567575,3.5288544e-05,0.15311608,0.000121509256
ISIC_0032306,0.8363595,0.0002424776,0.00068784,0.1608918,0.0018183287
ISIC_0032304,0.001533565,0.02472883,8.193443e-06,0.9672286,0.006500809
ISIC_0031639,0.4974867,0.00091164454,2.748749e-05,0.50106514,0.0005090198
ISIC_0027957,0.99752253,0.0018002393,2.0063822e-05,0.0006454954,1.164904e-05
ISIC_0031212,0.33241057,0.19398916,0.002435816,0.4708844,0.00027998636
ISIC_0032382,0.03870494,7.738829e-05,0.00015323043,0.9582663,0.0027981524
ISIC_0027533,0.842478,0.00012309408,0.06863463,0.0846207,0.004143645
ISIC_0029674,0.97099763,0.0003078475,0.001222894,0.027314903,0.00015671278
ISIC_0028607,0.99970216,0.00012357805,0.0001307825,3.903534e-05,4.403012e-06
ISIC_0024623,0.99735105,0.0022945548,2.3595772e-05,0.00013903268,0.00019179084
ISIC_0029613,0.99989164,2.6839667e-05,1.5972346e-05,6.224475e-05,3.288711e-06
ISIC_0029418,0.00018960284,0.07044923,7.03754e-05,0.9286612,0.00062951306
ISIC_0027455,4.642653e-05,0.8364502,0.00015780194,0.1626518,0.0006936668
ISIC_0025906,0.9120937,0.00010795287,2.0710608e-05,0.087766446,1.117829e-05
ISIC_0027151,0.97349316,0.00011847448,0.00014914322,0.02280612,0.0034330857
ISIC_0028646,0.60328156,0.027623098,0.010037528,0.34954217,0.00951571
ISIC_0026794,0.9847418,0.015091146,3.5176196e-05,0.00011399544,1.7806802e-05
ISIC_0034318,0.38635233,0.030664219,0.27154452,0.09609432,0.2153446
ISIC_0032972,0.9992299,0.00057872775,2.8077797e-05,0.000109028086,5.4238037e-05
ISIC_0032534,0.00835154,0.001608724,0.00021610114,0.4885453,0.5012784
ISIC_0033785,0.9818615,3.1643845e-05,2.1960208e-05,0.016054118,0.0020307656
ISIC_0033184,0.8198339,0.004645997,0.05125089,0.07404147,0.050227832
ISIC_0032929,0.110417664,0.80712825,0.08039136,0.00014579439,0.0019169402
ISIC_0032963,0.81911993,0.16731085,0.00047384785,0.000629605,0.012465799
ISIC_0032949,0.99999547,3.836484e-07,4.527392e-08,4.1121975e-06,1.23097506e-08
ISIC_0033322,0.99998426,7.4002996e-06,1.8836516e-08,8.285824e-06,8.625627e-10
ISIC_0033127,0.0058136215,0.99336547,9.431981e-06,0.00081128406,1.4490789e-07
ISIC_0033041,5.5432847e-05,0.0022608943,0.00022286814,0.994879,0.0025818166
ISIC_0033900,0.00033188015,0.013655933,4.9388538e-05,0.9856296,0.0003332517
ISIC_0033361,8.086393e-07,0.99759126,3.1148098e-05,0.0023763278,5.258084e-07
ISIC_0032732,0.9890953,0.008845349,5.4075967e-06,0.0020465974,7.2665507e-06
ISIC_0032778,0.99985456,7.44052e-05,4.324397e-06,5.7214405e-05,9.548074e-06
ISIC_0033466,0.27635053,0.046238028,0.00032932402,0.6685665,0.008515602
ISIC_0030276,0.9867229,0.012711071,1.805481e-05,0.00036469407,0.00018338443
ISIC_0033583,0.74188524,0.0173293,4.6468915e-05,0.2407,3.9018174e-05
ISIC_0033465,0.9890253,0.0011023534,0.00015042597,0.009676365,4.5498953e-05
ISIC_0029683,0.05798143,0.03890882,1.689293e-05,0.9028404,0.00025245216
ISIC_0033482,0.002123398,0.013276228,0.9837981,0.00016920466,0.00063305633
ISIC_0033201,0.9965243,4.7740257e-05,0.0031862236,0.00023392707,7.823803e-06
ISIC_0032514,0.12936231,0.03874065,0.81052357,0.013833113,0.007540334
ISIC_0033691,0.5573062,0.43422174,0.00026994306,0.004672766,0.003529366
ISIC_0033910,0.9909451,2.908121e-05,1.1436481e-05,0.0029095665,0.0061048055
ISIC_0032556,0.9999707,4.480185e-06,6.8346076e-06,8.493939e-06,9.518114e-06
ISIC_0033646,0.9999466,2.5042067e-05,3.984756e-07,2.5234935e-05,2.7018257e-06
ISIC_0033592,0.9436943,0.0021338488,0.00093200046,0.02397106,0.029268673
ISIC_0033899,0.7637737,0.00090986554,0.013991194,0.105930366,0.11539484
ISIC_0032842,0.0014788428,0.9981981,0.00032037214,1.1576207e-06,1.4870977e-06
ISIC_0032618,0.9997179,3.3339515e-05,8.7435794e-08,0.00024837963,1.9749938e-07
ISIC_0032513,0.9849347,0.0036126827,0.00017774921,0.0033950508,0.007879902
ISIC_0033716,0.7731366,5.6805948e-05,0.005886505,0.0017320345,0.21918805
ISIC_0034011,0.99980444,9.744589e-06,2.0012818e-05,3.691787e-05,0.00012884595
ISIC_0033613,0.541656,0.18064734,0.0042616916,0.2725171,0.000917804
ISIC_0032877,0.19605629,0.5290656,9.9411845e-05,0.27475435,2.431065e-05
ISIC_0034175,0.9270358,0.040790908,0.017713377,0.009679738,0.0047802017
ISIC_0033523,0.16660796,0.38712588,0.0029885534,0.44314593,0.0001316952
ISIC_0029929,0.7857028,0.21279901,0.00038780674,0.0009968276,0.00011357124
ISIC_0032978,0.29013544,0.15849867,0.4199318,0.060789026,0.07064507
ISIC_0033973,0.98271495,0.016752476,8.474465e-05,0.00043570274,1.2206423e-05
ISIC_0033761,0.9998385,5.0684152e-06,1.9277617e-05,0.0001300332,7.1935997e-06
ISIC_0033505,0.83638453,0.03573614,0.00015627014,0.12758574,0.00013736293
ISIC_0033280,0.9942953,0.0028244248,4.5800494e-05,0.002724577,0.00011001845
ISIC_0033212,0.9998753,5.25345e-06,2.0144931e-05,5.9835296e-05,3.9410726e-05
ISIC_0033770,0.9991897,0.0007890695,3.7766185e-07,1.2535495e-05,8.32201e-06
ISIC_0032829,0.99987817,2.8028304e-05,2.9384347e-08,9.2652714e-05,1.2085575e-06
ISIC_0033601,0.9833106,0.012678125,5.671806e-05,0.0033789407,0.000575558
ISIC_0033284,0.9996482,2.4036565e-06,2.1618853e-06,0.00023144217,0.0001158098
ISIC_0033908,0.30058792,0.005190705,0.00013058947,0.6429455,0.051145233
ISIC_0033400,0.99707437,3.913736e-05,7.6826626e-07,0.002885317,4.8381224e-07
ISIC_0033677,0.9427485,0.011141851,2.0118312e-06,0.04610702,6.4177624e-07
ISIC_0033262,0.99523926,0.0016068566,0.00010461376,0.003042159,7.119042e-06
ISIC_0033437,0.0018044414,0.63918304,5.5848177e-05,0.35895267,4.036521e-06
ISIC_0032688,0.38778946,9.488279e-05,2.1583528e-05,0.6120255,6.8625806e-05
ISIC_0033195,0.2144775,0.7028543,0.0053844084,0.07693588,0.00034800975
ISIC_0032553,0.0005892632,0.19287178,0.0003648538,0.8061509,2.3202158e-05
ISIC_0033252,9.523975e-06,9.451031e-06,1.455371e-06,0.9992532,0.00072638795
ISIC_0032570,0.051908277,0.019074373,0.00055075827,0.9279292,0.00053740613
ISIC_0033736,0.9246793,0.06715068,0.0013529698,0.0009766535,0.0058404305
ISIC_0033378,0.99999964,3.2042107e-07,5.2180503e-08,4.5017597e-08,5.1895146e-08
ISIC_0033379,0.9992669,6.8015135e-05,1.7664685e-07,0.00066464755,1.9994064e-07
ISIC_0033438,0.9550859,0.00040606377,5.036035e-07,0.044506438,1.1832478e-06
ISIC_0032983,0.9994978,4.0245257e-05,1.1555751e-06,0.00046010315,6.566478e-07
ISIC_0034024,0.9995504,0.00013611838,1.6529411e-06,0.00030957584,2.244722e-06
ISIC_0033778,0.99849474,0.0012523338,7.6048264e-06,0.00024299463,2.2359704e-06
ISIC_0032863,0.9999989,7.7468786e-07,1.2096079e-07,1.28491e-07,3.3981866e-09
ISIC_0034168,0.3406941,0.6588406,3.3535784e-05,0.00040921703,2.2595887e-05
ISIC_0033582,0.2844699,0.6917499,0.00079075113,0.022240382,0.0007491245
ISIC_0033576,0.999938,6.201962e-05,2.2506315e-09,2.2291623e-10,1.5900862e-11
ISIC_0033410,0.3688327,0.035821002,0.0006313863,0.36054385,0.23417106
ISIC_0032725,0.9991854,0.0004927341,2.5793888e-05,0.00019856908,9.7415985e-05
ISIC_0033952,0.6786187,0.31522444,0.0059169205,0.00023859965,1.3102289e-06
ISIC_0033264,0.9969072,0.0024144603,3.683266e-05,0.0006378182,3.6299941e-06
ISIC_0033606,0.009158853,0.4905277,0.0002775596,0.49929273,0.0007431699
ISIC_0034103,0.010743256,0.008971572,0.025587758,0.5914336,0.36326382
ISIC_0032883,0.014537887,0.91705483,0.0664299,0.001849266,0.00012809235
ISIC_0032665,0.56537133,0.003387739,0.0007016442,0.41275936,0.017779853
ISIC_0033130,0.9844156,0.014293986,8.318027e-06,0.0010884054,0.0001936451
ISIC_0033321,0.4833001,0.33719668,0.006672881,0.17204508,0.00078519084
ISIC_0034189,0.99350065,5.9086524e-05,0.006272566,0.00014243947,2.5221312e-05
ISIC_0033306,0.9796942,0.005065775,0.007246813,0.0054646106,0.0025285613
ISIC_0032757,0.027231947,0.07243464,0.00068071584,0.8980092,0.0016435107
ISIC_0032508,0.000116701536,0.12236132,1.1834018e-06,0.8775204,3.8853182e-07
ISIC_0034201,0.0009434319,3.47865e-05,1.0977445e-06,0.999019,1.7077081e-06
ISIC_0032776,0.17074975,0.27440524,0.0006245914,0.52881604,0.025404317
ISIC_0033828,0.21270621,0.303917,0.0003269675,0.4811202,0.001929632
ISIC_0033235,0.97912997,0.020561509,0.00026660523,3.35383e-05,8.430398e-06
ISIC_0026085,0.0032568444,0.941184,0.047127195,0.0040772017,0.004354822
ISIC_0034070,0.9785664,0.008614879,0.000233248,0.0021134564,0.010472026
ISIC_0033709,0.999537,3.9221472e-06,3.249074e-07,0.00045686978,1.8839121e-06
ISIC_0032826,0.9649273,0.033004273,0.00097192824,0.0010371131,5.9412756e-05
ISIC_0034115,0.008815047,0.12974662,0.00086274714,0.85418826,0.006387329
ISIC_0033776,0.99841046,0.0013538225,1.9935878e-05,0.000120788536,9.4906165e-05
ISIC_0033056,0.8765839,0.0034242473,3.669958e-05,0.118774675,0.0011805104
ISIC_0025180,0.9999999,7.9451894e-08,3.3117284e-10,8.470234e-08,1.5330768e-11
ISIC_0026107,0.0038250787,0.022443272,0.0003518208,0.97325146,0.00012834022
ISIC_0033853,0.99489284,0.00045359123,1.0177658e-07,0.004653517,5.612613e-08
ISIC_0033453,0.9650313,0.023119241,8.527228e-05,0.011752003,1.2167597e-05
ISIC_0034126,0.98470116,0.012469585,6.6870736e-05,0.0027504538,1.1805458e-05
ISIC_0033744,0.719231,0.00018148198,0.28045893,9.31945e-05,3.5366946e-05
ISIC_0033659,0.99977976,1.0071776e-05,0.00020898253,1.0728729e-06,1.0734424e-07
ISIC_0032567,0.9794978,0.01940259,7.636775e-06,0.0010635932,2.8547856e-05
ISIC_0033088,0.99643123,0.0032035867,4.4602402e-05,3.1181519e-06,0.00031754762
ISIC_0032756,0.9999789,4.0583328e-07,1.071708e-08,1.9873594e-05,8.6123515e-07
ISIC_0032654,0.11167008,0.0005901953,4.5659544e-05,0.8867938,0.00090029876
ISIC_0032576,0.5559965,0.4406003,4.082151e-05,0.0032577717,0.00010455859
ISIC_0033587,0.7896083,0.2101966,0.0001043554,7.4179516e-05,1.6552602e-05
ISIC_0032675,0.9735565,0.006292633,2.4787327e-05,0.020112624,1.3351258e-05
ISIC_0032997,0.0018058066,0.4833478,1.9505464e-05,0.5148257,1.2035655e-06
ISIC_0033529,0.9995049,0.00012367261,1.3830124e-06,0.00036976143,1.8412453e-07
ISIC_0033581,0.08356427,0.91109645,1.6145848e-06,0.005337102,4.837066e-07
ISIC_0033913,0.9925587,0.0003762376,6.6602256e-06,0.007057629,8.147537e-07
ISIC_0034235,0.022118418,0.9620187,2.5001611e-05,0.01583718,6.576985e-07
ISIC_0034007,0.018640196,0.97675335,0.0012265008,0.0028527211,0.00052714633
ISIC_0034303,0.38694134,0.11071619,0.0014180425,0.5001908,0.00073366344
ISIC_0034031,0.99940395,1.130074e-05,3.0436465e-07,0.000584423,1.7660799e-08
ISIC_0033124,0.96809655,0.007173773,0.016556367,0.0074873404,0.00068601366
ISIC_0033449,0.78803486,0.17243132,0.031166289,0.008314651,5.2901003e-05
ISIC_0033676,0.99416536,0.0031480005,0.0017354481,0.00094093365,1.0360259e-05
ISIC_0032898,0.68819386,0.052431364,4.933115e-05,0.25718516,0.0021402957
ISIC_0033488,0.98033625,0.015648909,7.2367875e-05,0.0021531708,0.0017892878
ISIC_0033758,0.15415297,0.022321977,0.0012327007,0.08913691,0.7331554
ISIC_0028792,0.9936202,0.0033344533,9.02726e-05,0.0029346312,2.0398018e-05
ISIC_0033397,0.99389595,3.206168e-05,2.6020048e-06,0.0060668755,2.4808053e-06
ISIC_0033414,0.999979,1.3032901e-05,3.6461383e-08,7.957148e-06,2.9612135e-09
ISIC_0034113,0.43511277,0.0064389687,0.00010340196,0.5583238,2.1080676e-05
ISIC_0033507,0.001562762,0.99731547,0.0008423147,0.000272838,6.6218913e-06
ISIC_0033791,0.9886367,0.009977437,0.00042304033,0.0009540533,8.776322e-06
ISIC_0034259,0.32809284,0.015558754,3.7412992e-05,0.6559076,0.00040343616
ISIC_0033446,0.9995747,0.00040981147,9.4402543e-07,1.3453676e-05,1.0806132e-06
ISIC_0033200,0.9990553,1.1394094e-06,5.9476026e-08,0.00094332633,1.902605e-07
ISIC_0029472,0.84916914,0.123548076,2.7611608e-05,0.027234344,2.0819827e-05
ISIC_0029682,0.024725432,0.97071296,0.00013530909,0.0043631517,6.3178144e-05
ISIC_0033642,0.11648396,0.0024092305,0.00022274334,0.8784733,0.0024108025
ISIC_0033486,0.99076545,2.5384366e-05,3.1573134e-05,0.0075313635,0.0016463138
ISIC_0034003,0.23368724,0.0005379566,4.4508703e-05,0.76354307,0.0021872933
ISIC_0033079,0.75865436,0.24071157,0.0003056196,0.0002179317,0.00011056981
ISIC_0033629,0.9471675,0.04354194,0.00012568937,0.0071189883,0.0020458377
ISIC_0034037,0.96118605,0.003406974,0.0001884682,0.01977708,0.015441472
ISIC_0032876,0.9999845,8.514543e-06,1.9227981e-08,3.0404998e-08,6.9203998e-06
ISIC_0033635,0.00329397,7.27434e-06,2.2853517e-06,0.99668115,1.5301548e-05
ISIC_0033868,0.9985129,0.00071673247,0.00062849035,7.227517e-05,6.951789e-05
ISIC_0034125,0.061452515,0.06480906,0.00046403313,0.87264955,0.00062479713
ISIC_0033060,0.2523052,0.060930923,0.0022109651,0.65578496,0.02876794
ISIC_0029014,0.2849988,0.0109326,0.0006876248,0.70136994,0.0020110917
ISIC_0032099,0.90752035,0.0005326653,0.00201907,0.0041910037,0.085736975
ISIC_0032215,0.28570884,0.6081846,0.009018776,0.03659196,0.060495798
ISIC_0030124,0.10519792,0.33746412,0.0028561035,0.546327,0.00815479
ISIC_0025157,0.086139485,0.002233209,0.0204926,0.71896154,0.17217322
ISIC_0029600,0.0005880574,0.0054520713,3.173512e-05,0.9937302,0.00019796389
ISIC_0031376,0.94054615,0.00030606036,7.934014e-06,0.059139125,6.589977e-07
ISIC_0027513,0.982988,4.2512215e-06,7.952341e-06,0.016981965,1.7816024e-05
ISIC_0031876,0.9999293,5.965158e-07,1.2952557e-07,6.230072e-05,7.649614e-06
ISIC_0031620,0.008333075,0.0022285902,0.0016542756,0.83967394,0.1481101
ISIC_0030542,0.97650176,3.7809814e-06,7.244684e-05,0.013067037,0.0103550665
ISIC_0029548,0.99740964,0.0022752942,1.02465565e-05,0.00021783203,8.699777e-05
ISIC_0027989,0.9932637,0.005956352,3.672301e-05,0.00043077115,0.00031243655
ISIC_0025136,0.35487142,0.013586015,0.0056702616,0.62520695,0.00066529855
ISIC_0027652,0.07904794,0.13093945,0.7236849,0.0058350004,0.060492665
ISIC_0027218,0.99787164,0.00019169303,7.0139126e-06,0.00074116106,0.0011885172
ISIC_0030705,0.9743223,4.2530413e-05,0.00011836367,0.02540604,0.000110802925
ISIC_0030272,0.051389087,6.2233594e-05,0.0006582113,0.9017819,0.046108507
ISIC_0028020,0.070229635,2.439804e-06,0.00017135203,0.9119622,0.017634407
ISIC_0031345,0.9050033,3.8721288e-07,0.0052073305,0.08737543,0.0024134456
ISIC_0032063,0.99122345,0.00088465563,1.731038e-05,0.00016918391,0.0077054338
ISIC_0032325,0.23254727,0.00013685774,0.6481988,0.11313524,0.0059818323
ISIC_0025867,0.25092295,0.003232489,0.4095396,0.3242944,0.012010607
ISIC_0028701,0.99981326,1.7374314e-05,6.810042e-07,0.00015979056,8.946302e-06
ISIC_0027713,0.99990654,4.2512534e-06,9.4237134e-07,5.6121233e-05,3.2196964e-05
ISIC_0026060,0.40904012,0.010072222,0.25265047,0.32312337,0.005113738
ISIC_0026298,0.9388585,0.05156171,0.00016253578,0.009388182,2.9048937e-05
ISIC_0027139,0.020150276,0.007978577,0.0028023457,0.96579146,0.0032773241
ISIC_0026623,0.17185533,0.8121228,0.00019473227,0.010560804,0.005266396
ISIC_0031989,0.0007238112,0.9413438,0.003388511,0.00980328,0.044740643
ISIC_0029394,0.0011270561,0.03225627,7.301905e-05,0.9664842,5.9429898e-05
ISIC_0026893,0.21049462,0.1099196,0.11272158,0.14251116,0.42435306
ISIC_0025777,0.00041212887,0.24436717,0.0027349005,0.6994172,0.053068563
ISIC_0027739,1.1215216e-05,0.00025716494,2.3955574e-06,0.9992563,0.00047286856
ISIC_0026844,0.08817251,0.00085657695,0.0052399985,0.673475,0.2322559
ISIC_0024672,0.87861973,0.12015634,0.00032520542,0.00088832946,1.0389081e-05
ISIC_0026827,0.23147264,0.0006282739,0.00018339836,0.7676415,7.4164185e-05
ISIC_0027680,0.00017549576,0.99843913,0.0003033781,0.00047102242,0.0006110653
ISIC_0025885,0.3165706,0.028069468,0.0029302211,0.5788514,0.0735783
ISIC_0025656,0.6496937,0.24843957,0.00045264082,0.09560051,0.0058136205
ISIC_0029010,0.65046924,0.33542484,0.00068909186,0.010913367,0.0025034426
ISIC_0024581,0.76596415,0.045985006,0.026144627,0.16144915,0.00045710898
ISIC_0029003,0.19937988,0.613859,0.04507865,0.13114665,0.010535791
ISIC_0024711,0.9742066,0.0017244641,0.00016770833,0.022131333,0.0017698865
ISIC_0032280,0.9910658,0.0019460554,0.00507973,0.0015489251,0.0003594895
ISIC_0025982,0.50312006,0.45305538,0.007669952,0.033655196,0.0024994535
ISIC_0028120,0.14226721,0.0006339954,0.0019753438,0.7735883,0.081535116
ISIC_0032335,0.2597616,0.69875216,0.0032574327,0.014121846,0.024106856
ISIC_0025326,0.08641897,0.034040768,0.028761588,0.58274734,0.26803136
ISIC_0027374,0.00039048668,0.0052975425,5.7113204e-05,0.9939294,0.00032546482
ISIC_0027781,0.7729711,0.22142892,0.0022599027,0.0011684016,0.0021716563
ISIC_0024890,0.08995763,0.8616175,0.0016191043,0.044063136,0.0027425895
