,image_id,prob
12,ISIC_0030025,6.411804e-08
13,ISIC_0029324,1.5155532e-05
14,ISIC_0031879,0.003035309
15,ISIC_0033165,1.300318e-06
16,ISIC_0030203,5.2785534e-08
17,ISIC_0030083,0.9329845
18,ISIC_0031720,1.6920632e-07
19,ISIC_0027906,7.889384e-10
20,ISIC_0027535,8.240533e-05
21,ISIC_0027900,0.99996233
22,ISIC_0025057,4.958718e-06
23,ISIC_0027433,1.6197795e-08
24,ISIC_0032328,5.219485e-12
25,ISIC_0028067,5.4829317e-05
26,ISIC_0031612,0.00091546285
27,ISIC_0033711,3.241061e-05
28,ISIC_0032579,8.796506e-05
29,ISIC_0024655,3.2786253e-14
30,ISIC_0030535,4.944288e-10
31,ISIC_0032798,2.1861598e-07
0,ISIC_0024462,4.747146e-06
1,ISIC_0027943,1.3923034e-07
2,ISIC_0028854,8.325556e-07
3,ISIC_0027696,4.2618325e-07
4,ISIC_0031312,0.007568884
5,ISIC_0030945,7.8521833e-10
6,ISIC_0026841,6.2333194e-10
7,ISIC_0033340,1.3706608e-10
8,ISIC_0026745,0.99951446
9,ISIC_0031868,1.0177269e-13
10,ISIC_0029953,0.0024019056
11,ISIC_0024369,1.5930838e-06
12,ISIC_0026649,0.00021942407
13,ISIC_0028487,1.944594e-06
14,ISIC_0031411,6.624162e-08
15,ISIC_0030217,5.965423e-07
16,ISIC_0033338,8.731146e-05
17,ISIC_0024652,0.99996924
18,ISIC_0029689,2.735897e-09
19,ISIC_0026481,0.03976759
20,ISIC_0027898,1.3213088e-09
21,ISIC_0029428,2.797568e-07
22,ISIC_0032427,2.01553e-05
23,ISIC_0024459,0.99999976
24,ISIC_0026377,3.716875e-06
25,ISIC_0028775,2.2683417e-09
26,ISIC_0031362,1.9335351e-10
27,ISIC_0026448,2.7364464e-05
28,ISIC_0033243,2.5225894e-10
29,ISIC_0030969,6.717849e-11
30,ISIC_0028021,8.4971396e-13
31,ISIC_0030118,0.03383237
0,ISIC_0024769,8.999265e-06
1,ISIC_0033333,0.42604607
2,ISIC_0029802,1.944336e-08
3,ISIC_0033084,1.117434e-05
4,ISIC_0030562,3.2759582e-09
5,ISIC_0027878,5.332173e-05
6,ISIC_0031006,3.4406248e-06
7,ISIC_0026094,1.0
8,ISIC_0029351,5.82465e-10
9,ISIC_0032697,0.005848247
10,ISIC_0027359,0.99999964
11,ISIC_0028525,4.7035152e-07
12,ISIC_0028248,1.0294904e-06
13,ISIC_0031373,6.2029373e-09
14,ISIC_0032235,0.028131919
15,ISIC_0030516,0.00021772577
16,ISIC_0032544,0.9985984
17,ISIC_0030409,2.7010998e-05
18,ISIC_0025096,9.6525815e-05
19,ISIC_0034184,5.6049476e-08
20,ISIC_0026157,6.5522974e-05
21,ISIC_0027863,5.194885e-05
22,ISIC_0032825,4.1295942e-10
23,ISIC_0024466,2.834069e-08
24,ISIC_0028014,0.024015699
25,ISIC_0026134,2.1548e-12
26,ISIC_0024772,2.2671759e-11
27,ISIC_0032990,9.677288e-10
28,ISIC_0032750,0.8564747
29,ISIC_0033298,9.0981325e-07
30,ISIC_0024677,1.6708563e-07
31,ISIC_0033755,2.813318e-05
0,ISIC_0027728,5.7090426e-09
1,ISIC_0031477,0.00031619024
2,ISIC_0028202,2.4053608e-05
3,ISIC_0030601,3.384252e-08
4,ISIC_0025807,7.719075e-13
5,ISIC_0032738,1.2649072e-07
6,ISIC_0027853,7.88419e-11
7,ISIC_0029293,0.0034494775
8,ISIC_0033631,1.4396104e-06
9,ISIC_0034295,0.9569196
10,ISIC_0032122,3.8020153e-11
11,ISIC_0029337,1.3416065e-10
12,ISIC_0025680,9.97968e-10
13,ISIC_0025170,6.912165e-11
14,ISIC_0034276,6.9963356e-08
15,ISIC_0026005,1.876795e-09
16,ISIC_0032339,7.5865905e-06
17,ISIC_0030743,3.861206e-06
18,ISIC_0031119,6.3819726e-08
19,ISIC_0031560,0.0011522499
20,ISIC_0032725,4.310143e-09
21,ISIC_0028059,8.668073e-12
22,ISIC_0034112,0.99018586
23,ISIC_0034071,0.0025477186
24,ISIC_0027891,2.8380091e-05
25,ISIC_0028845,3.181393e-13
26,ISIC_0026792,2.321291e-14
27,ISIC_0032516,3.003849e-07
28,ISIC_0031381,0.007024722
29,ISIC_0032088,5.24778e-10
30,ISIC_0028857,2.5320956e-10
31,ISIC_0031329,3.4650046e-05
0,ISIC_0031901,0.011451952
1,ISIC_0029372,8.1208186e-11
2,ISIC_0024695,0.00025393066
3,ISIC_0028394,5.3884652e-09
4,ISIC_0031739,2.878538e-09
5,ISIC_0033815,0.0007231433
6,ISIC_0029839,0.9997166
7,ISIC_0034106,0.9999924
8,ISIC_0025431,3.0950696e-15
9,ISIC_0025035,0.99998164
10,ISIC_0030585,1.7906295e-07
11,ISIC_0025176,4.06114e-09
12,ISIC_0031775,4.4948852e-17
13,ISIC_0033207,3.5939869e-12
14,ISIC_0027296,3.09473e-05
15,ISIC_0029417,2.8741015e-06
16,ISIC_0031623,4.964158e-05
17,ISIC_0028750,9.0009185e-15
18,ISIC_0032834,1.6024059e-11
19,ISIC_0025731,6.3286567e-13
20,ISIC_0025873,1.2104965e-11
21,ISIC_0025993,6.2793357e-09
22,ISIC_0024686,8.8585253e-13
23,ISIC_0025831,1.401328e-17
24,ISIC_0030816,0.008115749
25,ISIC_0032619,1.7970993e-06
26,ISIC_0031346,4.0069095e-10
27,ISIC_0029660,0.5613045
28,ISIC_0032257,1.8206018e-05
29,ISIC_0025900,3.4698115e-12
30,ISIC_0034319,5.4586076e-07
31,ISIC_0030670,3.277267e-05
0,ISIC_0030348,1.7356421e-09
1,ISIC_0027032,1.0569618e-12
2,ISIC_0030180,1.8518986e-14
3,ISIC_0030024,2.837553e-15
4,ISIC_0031095,0.00032423055
5,ISIC_0028550,3.712292e-11
6,ISIC_0026331,2.2355998e-06
7,ISIC_0028096,7.817891e-09
8,ISIC_0034259,0.0021896241
9,ISIC_0034261,1.2587124e-07
10,ISIC_0032719,5.6796665e-08
11,ISIC_0033368,0.88695663
12,ISIC_0031241,4.878927e-10
13,ISIC_0024487,5.0455756e-06
14,ISIC_0029846,4.5646906e-11
15,ISIC_0025126,2.5555364e-09
16,ISIC_0029174,2.3436835e-09
17,ISIC_0025657,2.5448146e-05
18,ISIC_0027215,3.8377802e-08
19,ISIC_0029517,1.5116907e-08
20,ISIC_0026114,3.425395e-05
21,ISIC_0026628,3.2330165e-05
22,ISIC_0030676,7.7243656e-16
23,ISIC_0029019,1.4774817e-11
24,ISIC_0025794,5.983096e-07
25,ISIC_0031421,1.6047847e-05
26,ISIC_0028319,0.018792478
27,ISIC_0030318,6.385091e-11
28,ISIC_0033669,8.740468e-05
29,ISIC_0028970,5.417374e-08
30,ISIC_0025095,1.645109e-11
31,ISIC_0029614,0.0017026925
0,ISIC_0029416,3.005165e-11
1,ISIC_0031440,5.509145e-15
2,ISIC_0026498,2.4730705e-11
3,ISIC_0028958,1.8144732e-14
4,ISIC_0026771,2.4521338e-09
5,ISIC_0031237,4.522064e-11
6,ISIC_0026250,7.557484e-09
7,ISIC_0030484,7.2075794e-09
8,ISIC_0024691,6.3649463e-07
9,ISIC_0033561,3.4588558e-12
10,ISIC_0033553,1.941057e-06
11,ISIC_0033346,0.01295447
12,ISIC_0033806,0.026932286
13,ISIC_0025391,0.96204996
14,ISIC_0027669,0.9994273
15,ISIC_0033221,0.9073207
16,ISIC_0030957,0.0005189919
17,ISIC_0025823,0.0007074289
18,ISIC_0031817,3.5225523e-06
19,ISIC_0032435,0.012542346
20,ISIC_0034154,1.7460063e-05
21,ISIC_0032476,0.0027254052
22,ISIC_0025936,0.050168034
23,ISIC_0029463,3.9339195e-08
24,ISIC_0030596,7.468724e-09
25,ISIC_0026623,0.0004883203
26,ISIC_0034310,3.9585393e-06
27,ISIC_0030297,2.0102614e-06
28,ISIC_0028658,0.53111416
29,ISIC_0024664,4.8103117e-09
30,ISIC_0030625,0.001355594
31,ISIC_0026734,1.5848448e-07
0,ISIC_0025921,1.890714e-09
1,ISIC_0032941,2.3258857e-05
2,ISIC_0026301,7.737813e-07
3,ISIC_0026676,0.010883139
4,ISIC_0025527,7.93757e-08
5,ISIC_0031618,8.242619e-07
6,ISIC_0027813,1.9968197e-06
7,ISIC_0027595,7.7200585e-10
8,ISIC_0024390,6.459812e-07
9,ISIC_0030175,6.6866096e-07
10,ISIC_0029165,5.6118324e-06
11,ISIC_0031840,2.0844118e-09
12,ISIC_0032205,5.5604514e-11
13,ISIC_0032332,5.5041095e-13
14,ISIC_0031782,1.1982094e-11
15,ISIC_0029274,4.579367e-11
16,ISIC_0026370,1.2644027e-08
17,ISIC_0028607,1.5566899e-12
18,ISIC_0030133,2.7608987e-06
19,ISIC_0028908,9.163029e-09
20,ISIC_0025179,1.3057033e-13
21,ISIC_0028601,1.2370108e-08
22,ISIC_0030527,7.0048415e-08
23,ISIC_0028420,4.50348e-06
24,ISIC_0028915,0.99998176
25,ISIC_0028590,2.0050774e-11
26,ISIC_0027310,4.3719325e-07
27,ISIC_0026431,2.0043134e-14
28,ISIC_0027521,1.7144531e-07
29,ISIC_0025016,1.1525501e-12
30,ISIC_0033543,6.5335655e-08
31,ISIC_0026306,3.4016334e-09
0,ISIC_0027133,6.919771e-09
1,ISIC_0033065,4.5610436e-06
2,ISIC_0026275,3.6792625e-07
3,ISIC_0031127,9.690781e-12
4,ISIC_0027915,4.829544e-09
5,ISIC_0032758,5.1221286e-06
6,ISIC_0031890,0.99997187
7,ISIC_0031856,1.7441374e-06
8,ISIC_0034034,0.9998066
9,ISIC_0029852,1.2438892e-05
10,ISIC_0029328,2.0308224e-05
11,ISIC_0031292,5.8380127e-08
12,ISIC_0030559,7.079694e-09
13,ISIC_0032902,3.261962e-08
14,ISIC_0024924,0.021894187
15,ISIC_0029626,5.2807387e-08
16,ISIC_0030339,0.0026901797
17,ISIC_0032651,3.0157254e-10
18,ISIC_0025884,3.0962524e-10
19,ISIC_0032851,4.024918e-07
20,ISIC_0025898,2.7503631e-06
21,ISIC_0032620,1.4846309e-08
22,ISIC_0026778,4.7665662e-07
23,ISIC_0033651,0.01968485
24,ISIC_0032884,1.2082998e-06
25,ISIC_0026423,8.228129e-16
26,ISIC_0030284,5.7954347e-19
27,ISIC_0029926,5.042125e-09
28,ISIC_0026016,6.335103e-07
29,ISIC_0028861,2.2325094e-05
30,ISIC_0029512,1.026639e-16
31,ISIC_0030993,2.27669e-09
0,ISIC_0028906,9.255579e-09
1,ISIC_0033483,0.9118296
2,ISIC_0030147,1.3685371e-10
3,ISIC_0033688,0.011482379
4,ISIC_0032101,1.1199634e-16
5,ISIC_0025408,2.661998e-10
6,ISIC_0027807,3.3298573e-13
7,ISIC_0030259,3.0747553e-05
8,ISIC_0027147,1.8901213e-05
9,ISIC_0033865,0.00010687676
10,ISIC_0030376,2.4086253e-09
11,ISIC_0030211,0.99999845
12,ISIC_0029345,3.2902124e-05
13,ISIC_0033881,6.4398732e-06
14,ISIC_0032116,1.1088459e-06
15,ISIC_0033933,2.9857107e-05
16,ISIC_0032652,0.00014041369
17,ISIC_0027719,1.2262309e-15
18,ISIC_0033049,2.399736e-11
19,ISIC_0029422,1.1557488e-08
20,ISIC_0026879,0.010874781
21,ISIC_0026389,2.516964e-08
22,ISIC_0026167,0.80377996
23,ISIC_0028983,5.056357e-07
24,ISIC_0024698,0.0011800802
25,ISIC_0033400,1.2541173e-07
26,ISIC_0032709,0.07948122
27,ISIC_0031302,8.24577e-06
28,ISIC_0031415,1.93802e-15
29,ISIC_0033236,1.2558975e-06
30,ISIC_0029676,2.784563e-09
31,ISIC_0033654,0.003535579
0,ISIC_0028345,0.007457014
1,ISIC_0025880,3.0343592e-06
2,ISIC_0026507,5.0966533e-11
3,ISIC_0027969,6.8350935e-05
4,ISIC_0027621,1.6135733e-05
5,ISIC_0026828,1.9151742e-08
6,ISIC_0027463,1.4534052e-06
7,ISIC_0026527,3.1837752e-07
8,ISIC_0033937,0.22113301
9,ISIC_0027345,3.8085063e-10
10,ISIC_0034142,3.5864182e-06
11,ISIC_0028001,2.527249e-08
12,ISIC_0028690,1.1303753e-06
13,ISIC_0024945,8.0736335e-08
14,ISIC_0032606,1.539566e-07
15,ISIC_0030884,6.733423e-11
16,ISIC_0032898,0.000902659
17,ISIC_0031537,1.1336891e-11
18,ISIC_0026359,3.8178268e-08
19,ISIC_0030257,2.9401828e-12
20,ISIC_0026414,1.590275e-05
21,ISIC_0031275,2.1287628e-11
22,ISIC_0033135,0.06290205
23,ISIC_0027883,3.766465e-09
24,ISIC_0025725,5.086147e-06
25,ISIC_0030557,0.32844198
26,ISIC_0033054,0.6151888
27,ISIC_0029078,6.7427863e-09
28,ISIC_0026821,6.214639e-07
29,ISIC_0026049,2.1087045e-07
30,ISIC_0030473,9.1069785e-07
31,ISIC_0030497,7.48299e-11
0,ISIC_0030338,3.5947908e-11
1,ISIC_0032759,9.283124e-13
2,ISIC_0031114,1.8317254e-16
3,ISIC_0025905,2.2107554e-09
4,ISIC_0031497,1.5429166e-10
5,ISIC_0030418,4.5521254e-08
6,ISIC_0028450,1.154477e-09
7,ISIC_0031379,2.443183e-10
8,ISIC_0030855,2.5531893e-08
9,ISIC_0026976,0.99999833
10,ISIC_0024473,1.2231776e-08
11,ISIC_0026947,0.00035548097
12,ISIC_0033424,1.7001793e-10
13,ISIC_0033738,1.5382013e-05
14,ISIC_0024777,2.8423448e-09
15,ISIC_0027627,8.185288e-12
16,ISIC_0031668,8.3905735e-07
17,ISIC_0027415,1.0190492e-10
18,ISIC_0028894,7.661507e-08
19,ISIC_0031007,5.0642655e-08
20,ISIC_0026095,7.282851e-06
21,ISIC_0025468,7.333759e-05
22,ISIC_0031688,1.1452353e-12
23,ISIC_0028287,5.460925e-08
24,ISIC_0028744,6.5093406e-07
25,ISIC_0032576,2.7982693e-07
26,ISIC_0033214,0.0016827775
27,ISIC_0028360,1.06856e-05
28,ISIC_0026922,7.97761e-12
29,ISIC_0031431,1.7268691e-16
30,ISIC_0027956,1.0
31,ISIC_0024388,2.422962e-11
0,ISIC_0029074,3.9068215e-08
1,ISIC_0032385,1.1008844e-10
2,ISIC_0028729,7.5974695e-18
3,ISIC_0032575,0.006272913
4,ISIC_0031137,5.4979375e-07
5,ISIC_0033230,1.188372e-08
6,ISIC_0034064,0.99999833
7,ISIC_0030149,8.928247e-12
8,ISIC_0024683,0.0025023082
9,ISIC_0025048,3.4761155e-07
10,ISIC_0033511,7.329245e-08
11,ISIC_0028809,7.859863e-08
12,ISIC_0029678,0.00024319875
13,ISIC_0025346,5.8121046e-08
14,ISIC_0030238,0.99984014
15,ISIC_0025840,4.920805e-10
16,ISIC_0029499,1.8031089e-05
17,ISIC_0033299,0.9999825
18,ISIC_0030584,8.7855014e-16
19,ISIC_0028546,4.725872e-13
20,ISIC_0031207,1.4524243e-06
21,ISIC_0031736,5.9023086e-10
22,ISIC_0032288,9.206601e-12
23,ISIC_0033442,1.8380086e-05
24,ISIC_0031881,1.5732616e-09
25,ISIC_0028954,3.9294273e-06
26,ISIC_0033303,2.7210384e-05
27,ISIC_0024407,1.6437276e-09
28,ISIC_0032391,0.0002704487
29,ISIC_0026384,1.2658172e-05
30,ISIC_0024739,0.00016604354
31,ISIC_0031563,5.252241e-08
0,ISIC_0033225,0.97234637
1,ISIC_0024423,0.09282017
2,ISIC_0024496,0.9978126
3,ISIC_0030987,1.3388376e-06
4,ISIC_0025492,4.3782435e-09
5,ISIC_0033307,0.000108385546
6,ISIC_0030701,7.6534265e-13
7,ISIC_0032714,2.681148e-07
8,ISIC_0028993,0.00023195652
9,ISIC_0030452,7.665767e-07
10,ISIC_0024443,6.2534866e-08
11,ISIC_0031284,7.64357e-08
12,ISIC_0032048,3.165264e-16
13,ISIC_0029661,3.3562435e-06
14,ISIC_0027465,2.1727816e-05
15,ISIC_0031182,5.3995427e-07
16,ISIC_0033415,0.0005443147
17,ISIC_0027005,3.7150852e-07
18,ISIC_0028714,8.353522e-10
19,ISIC_0025293,4.6875126e-09
20,ISIC_0032336,6.509639e-10
21,ISIC_0030933,1.4330921e-08
22,ISIC_0025125,5.319169e-13
23,ISIC_0028303,1.0088043e-12
24,ISIC_0026648,6.218834e-05
25,ISIC_0024963,1.0564354e-09
26,ISIC_0034139,6.561109e-17
27,ISIC_0024468,5.9623604e-09
28,ISIC_0028856,1.5859999e-07
29,ISIC_0031760,4.5768174e-11
30,ISIC_0032479,0.014583298
31,ISIC_0032899,3.3506853e-06
0,ISIC_0026609,1.8218782e-09
1,ISIC_0030012,3.2196912e-10
2,ISIC_0029389,0.006700324
3,ISIC_0025197,2.0449454e-05
4,ISIC_0030080,0.026070654
5,ISIC_0029925,2.7577087e-08
6,ISIC_0026943,6.423161e-20
7,ISIC_0030313,6.171531e-10
8,ISIC_0026199,4.0249077e-05
9,ISIC_0024613,2.0735064e-10
10,ISIC_0033080,3.4345337e-06
11,ISIC_0027876,1.1229088e-12
12,ISIC_0024925,0.0005536798
13,ISIC_0029863,3.8417965e-14
14,ISIC_0032367,1.4173081e-10
15,ISIC_0034224,2.5855838e-05
16,ISIC_0028188,1.9376534e-12
17,ISIC_0032740,0.003401214
18,ISIC_0031737,2.9720423e-10
19,ISIC_0028498,6.6161493e-07
20,ISIC_0029981,3.3878784e-14
21,ISIC_0026136,0.008504533
22,ISIC_0026929,1.372322e-10
23,ISIC_0028799,4.2292045e-09
24,ISIC_0032027,0.033878274
25,ISIC_0033663,0.999624
26,ISIC_0033489,0.00038729055
27,ISIC_0033216,0.014197383
28,ISIC_0024858,5.7732644e-13
29,ISIC_0029535,2.3061652e-12
30,ISIC_0032361,0.0013738569
31,ISIC_0031589,8.155348e-09
0,ISIC_0032749,0.0004990037
1,ISIC_0032561,7.2495425e-07
2,ISIC_0032366,4.7074548e-07
3,ISIC_0028374,3.0343754e-09
4,ISIC_0034221,0.58498037
5,ISIC_0024453,3.712284e-07
6,ISIC_0033154,1.0
7,ISIC_0026795,7.171221e-18
8,ISIC_0030266,4.8267075e-09
9,ISIC_0030767,1.2139155e-12
10,ISIC_0032784,1.4336366e-07
11,ISIC_0025158,3.494916e-07
12,ISIC_0025335,0.008841536
13,ISIC_0026500,0.13379224
14,ISIC_0032042,0.00022144931
15,ISIC_0032554,0.0014219155
16,ISIC_0027244,0.061676167
17,ISIC_0034298,0.025338415
18,ISIC_0032374,0.016550554
19,ISIC_0028280,3.8323195e-10
20,ISIC_0032187,7.7471907e-07
21,ISIC_0028504,4.3933298e-11
22,ISIC_0024995,0.8738878
23,ISIC_0028721,2.8147537e-21
24,ISIC_0028907,2.1408877e-12
25,ISIC_0030620,5.3419495e-11
26,ISIC_0024544,8.418656e-06
27,ISIC_0032991,8.9548947e-14
28,ISIC_0025639,4.8669513e-08
29,ISIC_0024663,2.0788253e-13
30,ISIC_0034116,0.00043235588
31,ISIC_0024349,0.00020860942
0,ISIC_0031374,6.4463893e-07
1,ISIC_0034317,0.9998772
2,ISIC_0029148,5.526904e-07
3,ISIC_0029561,4.9584084e-13
4,ISIC_0029693,3.3751094e-05
5,ISIC_0030637,4.7348827e-14
6,ISIC_0030858,1.2491878e-06
7,ISIC_0029664,6.56189e-08
8,ISIC_0029401,6.0138266e-12
9,ISIC_0034263,0.28987178
10,ISIC_0028079,5.960243e-05
11,ISIC_0031209,3.2347024e-11
12,ISIC_0028586,0.0033661595
13,ISIC_0033027,0.99999976
14,ISIC_0030769,2.491986e-08
15,ISIC_0027082,1.7342836e-07
16,ISIC_0032854,1.8112074e-12
17,ISIC_0031555,5.721175e-09
18,ISIC_0027522,1.2850874e-17
19,ISIC_0031141,1.3443166e-10
20,ISIC_0028509,9.983912e-09
21,ISIC_0030896,5.28369e-12
22,ISIC_0026342,5.6082837e-07
23,ISIC_0027355,1.3906733e-08
24,ISIC_0025705,2.3465375e-06
25,ISIC_0024452,5.7420062e-11
26,ISIC_0030095,0.0022643814
27,ISIC_0032942,0.00021691185
28,ISIC_0031998,4.0345607e-15
29,ISIC_0033887,1.5145255e-06
30,ISIC_0032833,0.04356226
31,ISIC_0029135,0.00015948463
0,ISIC_0027248,2.8673606e-12
1,ISIC_0027790,1.1490764e-14
2,ISIC_0027291,2.8099003e-09
3,ISIC_0024864,0.99974376
4,ISIC_0026176,0.031205665
5,ISIC_0025331,2.4270781e-05
6,ISIC_0034003,6.1115404e-11
7,ISIC_0028266,2.105334e-08
8,ISIC_0025502,1.7191324e-09
9,ISIC_0032926,2.2937875e-05
10,ISIC_0031848,3.8765471e-10
11,ISIC_0028004,1.634729e-06
12,ISIC_0024449,0.9999778
13,ISIC_0031835,1.798833e-06
14,ISIC_0033727,7.622295e-13
15,ISIC_0025525,2.8033897e-05
16,ISIC_0029922,9.0186155e-08
17,ISIC_0026137,8.599387e-16
18,ISIC_0025488,1.5600925e-05
19,ISIC_0030775,8.561656e-10
20,ISIC_0031577,2.9139392e-11
21,ISIC_0033528,1.3877478e-12
22,ISIC_0027673,0.0031987003
23,ISIC_0032778,1.6087686e-05
24,ISIC_0026102,2.0637894e-09
25,ISIC_0024576,1.918073e-12
26,ISIC_0030146,2.716706e-06
27,ISIC_0028852,1.2830623e-07
28,ISIC_0029404,2.2288905e-08
29,ISIC_0034062,0.9999429
30,ISIC_0024426,1.1881591e-05
31,ISIC_0028909,1.9078598e-05
0,ISIC_0030984,4.2495508e-08
1,ISIC_0033890,8.112083e-07
2,ISIC_0027455,1.4386619e-09
3,ISIC_0034045,1.4553087e-10
4,ISIC_0029067,1.6696028e-07
5,ISIC_0025422,4.69286e-07
6,ISIC_0034270,5.2138984e-07
7,ISIC_0025676,9.474618e-09
8,ISIC_0033670,0.99999976
9,ISIC_0027506,1.2335135e-09
10,ISIC_0029989,5.467955e-10
11,ISIC_0030951,0.9990822
12,ISIC_0030319,7.503069e-06
13,ISIC_0033999,0.99985015
14,ISIC_0031503,2.9995795e-16
15,ISIC_0025241,1.7896153e-06
16,ISIC_0033413,3.916849e-06
17,ISIC_0028110,4.866399e-07
18,ISIC_0030877,3.1215866e-06
19,ISIC_0028948,0.00083216233
20,ISIC_0026019,1.9413403e-06
21,ISIC_0026925,3.540308e-05
22,ISIC_0033915,6.7076e-05
23,ISIC_0024335,8.7312363e-10
24,ISIC_0024899,5.1350216e-05
25,ISIC_0034136,0.9401687
26,ISIC_0032897,0.00047491677
27,ISIC_0026391,4.93368e-06
